Genome,GenomeName,Proteins,Reference,Size_Kb,realm_reference,realm_prediction,kingdom_reference,kingdom_prediction,phylum_reference,phylum_prediction,class_reference,class_prediction,order_reference,order_prediction,family_reference,family_prediction,subfamily_reference,subfamily_prediction,genus_reference,genus_prediction
NC_031912.1,Flavobacterium phage Fpv20,82,True,89.937,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,Crassvirales,,novel_family_0_of_Crassvirales,,novel_subfamily_0_of_novel_family_0_of_Crassvirales,Fipvunavirus,Fipvunavirus
NC_031914.1,Flavobacterium phage Fpv1,80,True,88.994,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,Crassvirales,,novel_family_0_of_Crassvirales,,novel_subfamily_0_of_novel_family_0_of_Crassvirales,Fipvunavirus,Fipvunavirus
NC_031931.1,Flavobacterium phage Fpv2,80,True,89.01,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,Crassvirales,,novel_family_0_of_Crassvirales,,novel_subfamily_0_of_novel_family_0_of_Crassvirales,Fipvunavirus,Fipvunavirus
NC_041872.1,Flavobacterium phage FpV4,75,True,88.308,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,Crassvirales,,novel_family_0_of_Crassvirales,,novel_subfamily_0_of_novel_family_0_of_Crassvirales,Fipvunavirus,Fipvunavirus
NC_008695.1,Halorubrum virus BJ1,70,True,42.271,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Kirjokansivirales,Kirjokansivirales,Graaviviridae,Graaviviridae,,novel_subfamily_0_of_Graaviviridae,Beejeyvirus,Beejeyvirus
NC_021537.1,Halorubrum virus CGphi46,55,True,39.784,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Kirjokansivirales,Kirjokansivirales,Graaviviridae,Graaviviridae,,novel_subfamily_0_of_Graaviviridae,Seejivirus,Seejivirus
NC_062762.1,Halorubrum tailed virus 29,71,True,36.603,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Kirjokansivirales,Kirjokansivirales,Haloferuviridae,Haloferuviridae,,novel_subfamily_0_of_Haloferuviridae,Dpdavirus,Dpdavirus
NC_062739.1,Haloferax tailed virus 1,68,True,38.059,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Kirjokansivirales,Kirjokansivirales,Haloferuviridae,Haloferuviridae,,novel_subfamily_0_of_Haloferuviridae,Retbasiphovirus,Retbasiphovirus
NC_021329.1,Halorubrum tailed virus 4,73,True,35.722,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Kirjokansivirales,Kirjokansivirales,Haloferuviridae,Haloferuviridae,,novel_subfamily_0_of_Haloferuviridae,Saldibavirus,Saldibavirus
NC_062757.1,Haloarcula tailed virus 3,88,True,42.293,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Kirjokansivirales,Kirjokansivirales,Pyrstoviridae,Pyrstoviridae,,novel_subfamily_0_of_Pyrstoviridae,Hatrivirus,Hatrivirus
NC_021471.1,Haloarcula sinaiiensis tailed virus 1,53,True,32.189,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Kirjokansivirales,Kirjokansivirales,Shortaselviridae,Shortaselviridae,,novel_subfamily_0_of_Shortaselviridae,Lonfivirus,Lonfivirus
NC_062761.1,Halorubrum tailed virus 28,71,True,35.27,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,Kirjokansivirales,Suolaviridae,Suolaviridae,,novel_subfamily_0_of_Suolaviridae,Pormufvirus,Pormufvirus
NC_054953.1,Halobacterium phage ChaoS9,83,True,55.145,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,Kirjokansivirales,Vertoviridae,Vertoviridae,,novel_subfamily_0_of_Vertoviridae,Chaovirus,Chaovirus
NC_004084.1,Natrialba phage PhiCh1,98,True,58.498,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,Kirjokansivirales,Vertoviridae,Vertoviridae,,novel_subfamily_0_of_Vertoviridae,Myohalovirus,Myohalovirus
NC_052650.1,Halobacterium phage phiH,96,True,58.072,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,Kirjokansivirales,Vertoviridae,Vertoviridae,,novel_subfamily_0_of_Vertoviridae,Myohalovirus,Myohalovirus
NC_062738.1,Methanobacterium virus Drs3,39,True,37.129,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Methanobavirales,Methanobavirales,Anaerodiviridae,Anaerodiviridae,,novel_subfamily_0_of_Anaerodiviridae,Metforvirus,Metforvirus
NC_001902.1,Methanobacterium phage psiM2,32,True,26.111,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Methanobavirales,Methanobavirales,Leisingerviridae,Leisingerviridae,,novel_subfamily_0_of_Leisingerviridae,Psimunavirus,Psimunavirus
NC_002628.3,Methanothermobacter phage psiM100,37,True,31.007,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Methanobavirales,Methanobavirales,Leisingerviridae,Leisingerviridae,,novel_subfamily_0_of_Leisingerviridae,Psimunavirus,Psimunavirus
BK068243_Methanobrevibacter_gottschalki,,,False,,,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Methanobavirales,,novel_family_0_of_Methanobavirales,,novel_subfamily_0_of_novel_family_0_of_Methanobavirales,,novel_genus_0_of_novel_subfamily_0_of_novel_family_0_of_Methanobavirales
PP537965_Methanobrevibacter_smithii_tai,,,False,,,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Methanobavirales,,novel_family_0_of_Methanobavirales,,novel_subfamily_1_of_novel_family_0_of_Methanobavirales,,novel_genus_0_of_novel_subfamily_1_of_novel_family_0_of_Methanobavirales
BK063677_Methanobrevibacter_tailed_viru,,,False,,,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Methanobavirales,,novel_family_1_of_Methanobavirales,,novel_subfamily_0_of_novel_family_1_of_Methanobavirales,,novel_genus_0_of_novel_subfamily_0_of_novel_family_1_of_Methanobavirales
BK063678_Methanobrevibacter_tailed_viru,,,False,,,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Methanobavirales,,novel_family_2_of_Methanobavirales,,novel_subfamily_0_of_novel_family_2_of_Methanobavirales,,novel_genus_0_of_novel_subfamily_0_of_novel_family_2_of_Methanobavirales
NC_021330.1,Haloarcula californiae tailed virus 1,160,True,103.257,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Thumleimavirales,Thumleimavirales,Druskaviridae,Druskaviridae,,novel_subfamily_0_of_Druskaviridae,Hacavirus,Hacavirus
NC_020158.1,Haloarcula vallismortis tailed virus 1,173,True,102.319,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Thumleimavirales,Thumleimavirales,Druskaviridae,Druskaviridae,,novel_subfamily_0_of_Druskaviridae,Tredecimvirus,Tredecimvirus
NC_021327.1,Halovirus HCTV-5,166,True,102.105,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Thumleimavirales,Thumleimavirales,Druskaviridae,Druskaviridae,,novel_subfamily_0_of_Druskaviridae,Tredecimvirus,Tredecimvirus
NC_003345.2,Halorubrum phage HF2,126,True,77.672,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Thumleimavirales,Thumleimavirales,Hafunaviridae,Hafunaviridae,,novel_subfamily_0_of_Hafunaviridae,Haloferacalesvirus,Haloferacalesvirus
NC_004927.2,Halophage HF1,125,True,75.898,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Thumleimavirales,Thumleimavirales,Hafunaviridae,Hafunaviridae,,novel_subfamily_0_of_Hafunaviridae,Haloferacalesvirus,Haloferacalesvirus
NC_021320.1,Halorubrum tailed phage 5,118,True,76.134,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Thumleimavirales,Thumleimavirales,Hafunaviridae,Hafunaviridae,,novel_subfamily_0_of_Hafunaviridae,Haloferacalesvirus,Haloferacalesvirus
NC_021321.1,Halorubrum tailed phage 8,124,True,74.519,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Thumleimavirales,Thumleimavirales,Hafunaviridae,Hafunaviridae,,novel_subfamily_0_of_Hafunaviridae,Haloferacalesvirus,Haloferacalesvirus
NC_062740.1,Halorubrum virus Serpecor1,126,True,74.196,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Thumleimavirales,Thumleimavirales,Hafunaviridae,Hafunaviridae,,novel_subfamily_0_of_Hafunaviridae,Haloferacalesvirus,Haloferacalesvirus
NC_062755.1,Haloarcula virus HJTV-2,140,True,76.821,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Thumleimavirales,Thumleimavirales,Hafunaviridae,Hafunaviridae,,novel_subfamily_0_of_Hafunaviridae,Haloferacalesvirus,Haloferacalesvirus
NC_062758.1,Halorubrum tailed virus 10,125,True,76.759,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Thumleimavirales,Thumleimavirales,Hafunaviridae,Hafunaviridae,,novel_subfamily_0_of_Hafunaviridae,Haloferacalesvirus,Haloferacalesvirus
NC_062763.1,Halorubrum sodomense tailed virus 4,118,True,75.181,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Thumleimavirales,Thumleimavirales,Hafunaviridae,Hafunaviridae,,novel_subfamily_0_of_Hafunaviridae,Haloferacalesvirus,Haloferacalesvirus
NC_020159.1,Halorubrum sodomense tailed virus 2,103,True,68.527,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Thumleimavirales,Thumleimavirales,Hafunaviridae,Hafunaviridae,,novel_subfamily_0_of_Hafunaviridae,Mincapvirus,Mincapvirus
NC_021335.1,Halorubrum tailed phage 7,105,True,69.048,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Thumleimavirales,Thumleimavirales,Hafunaviridae,Hafunaviridae,,novel_subfamily_0_of_Hafunaviridae,Mincapvirus,Mincapvirus
NC_062759.1,Halorubrum tailed virus 25,112,True,61.934,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Thumleimavirales,Thumleimavirales,Hafunaviridae,Hafunaviridae,,novel_subfamily_1_of_Hafunaviridae,Laminvirus,Laminvirus
NC_062760.1,Halorubrum tailed virus 27,114,True,56.593,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Thumleimavirales,Thumleimavirales,Hafunaviridae,Hafunaviridae,,novel_subfamily_2_of_Hafunaviridae,Minorvirus,Minorvirus
NC_021328.1,Halogranum tailed virus 1,281,True,143.855,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Thumleimavirales,Thumleimavirales,Halomagnusviridae,Halomagnusviridae,,novel_subfamily_0_of_Halomagnusviridae,Hagravirus,Hagravirus
NC_021340.1,Haloarcula hispanica tailed virus 2,88,True,52.643,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,Thumleimavirales,Saparoviridae,Saparoviridae,,novel_subfamily_0_of_Saparoviridae,Halohivirus,Halohivirus
NC_021319.1,Haloarcula californiae tailed virus 2,86,True,54.291,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,Thumleimavirales,Saparoviridae,Saparoviridae,,novel_subfamily_0_of_Saparoviridae,Samsavirus,Samsavirus
NC_062756.1,Haloarcula tailed virus 2,127,True,63.301,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Thumleimavirales,Thumleimavirales,Soleiviridae,Soleiviridae,,novel_subfamily_0_of_Soleiviridae,Eilatmyovirus,Eilatmyovirus
NC_030906.1,Gordonia phage GMA6,115,True,83.324,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_0_of_Caudoviricetes,,novel_family_0_of_novel_order_0_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_0_of_Caudoviricetes,Bendigovirus,Bendigovirus
MN586022.1,Gordonia phage Chidiebere,129,True,91.072,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_0_of_Caudoviricetes,,novel_family_0_of_novel_order_0_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_0_of_Caudoviricetes,Chidieberevirus,Chidieberevirus
MZ820089.1,Gordonia phage ChisanaKitsune,126,True,88.657,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_0_of_Caudoviricetes,,novel_family_0_of_novel_order_0_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_0_of_Caudoviricetes,Chidieberevirus,Chidieberevirus
MK016493.1,Brevibacterium phage Cantare,130,True,90.743,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_0_of_Caudoviricetes,,novel_family_0_of_novel_order_0_of_Caudoviricetes,,novel_subfamily_1_of_novel_family_0_of_novel_order_0_of_Caudoviricetes,Cantarevirus,Cantarevirus
NC_049478.1,Arthrobacter phage Mufasa8,104,True,60.205,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_0_of_Caudoviricetes,,novel_family_1_of_novel_order_0_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_1_of_novel_order_0_of_Caudoviricetes,Mufasoctovirus,Mufasoctovirus
NC_048152.1,Arthrobacter phage Sonali,99,True,61.073,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_0_of_Caudoviricetes,,novel_family_1_of_novel_order_0_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_1_of_novel_order_0_of_Caudoviricetes,Sonalivirus,Sonalivirus
NC_049498.1,Arthrobacter phage Abba,71,True,46.623,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_0_of_Caudoviricetes,,novel_family_2_of_novel_order_0_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_0_of_Caudoviricetes,Ayohtrevirus,Ayohtrevirus
NC_026606.1,Arthrobacter phage vB_ArtM-ArV1,101,True,71.2,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_0_of_Caudoviricetes,,novel_family_2_of_novel_order_0_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_0_of_Caudoviricetes,Klausavirus,Klausavirus
NC_042000.1,Arthrobacter phage Colucci,114,True,70.707,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_0_of_Caudoviricetes,,novel_family_2_of_novel_order_0_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_0_of_Caudoviricetes,Klausavirus,Klausavirus
NC_042053.1,Arthrobacter phage PrincessTrina,112,True,70.265,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_0_of_Caudoviricetes,,novel_family_2_of_novel_order_0_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_0_of_Caudoviricetes,Klausavirus,Klausavirus
NC_049442.1,Arthrobacter phage KBurrousTX,107,True,71.02,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_0_of_Caudoviricetes,,novel_family_2_of_novel_order_0_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_0_of_Caudoviricetes,Klausavirus,Klausavirus
NC_049471.1,Arthrobacter phage Lymara,109,True,68.762,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_0_of_Caudoviricetes,,novel_family_2_of_novel_order_0_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_0_of_Caudoviricetes,Klausavirus,Klausavirus
NC_049489.1,Arthrobacter phage DrYang,105,True,69.061,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_0_of_Caudoviricetes,,novel_family_2_of_novel_order_0_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_0_of_Caudoviricetes,Klausavirus,Klausavirus
NC_031252.1,Arthrobacter phage BarretLemon,79,True,51.29,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_0_of_Caudoviricetes,,novel_family_2_of_novel_order_0_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_0_of_Caudoviricetes,Marthavirus,Marthavirus
NC_041930.1,Arthrobacter phage Brent,74,True,49.879,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_0_of_Caudoviricetes,,novel_family_2_of_novel_order_0_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_0_of_Caudoviricetes,Marthavirus,Marthavirus
NC_041931.1,Arthrobacter phage Jawnski,73,True,49.419,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_0_of_Caudoviricetes,,novel_family_2_of_novel_order_0_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_0_of_Caudoviricetes,Marthavirus,Marthavirus
NC_041932.1,Arthrobacter phage Martha,77,True,51.027,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_0_of_Caudoviricetes,,novel_family_2_of_novel_order_0_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_0_of_Caudoviricetes,Marthavirus,Marthavirus
NC_041933.1,Arthrobacter phage Sonny,77,True,50.909,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_0_of_Caudoviricetes,,novel_family_2_of_novel_order_0_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_0_of_Caudoviricetes,Marthavirus,Marthavirus
NC_041999.1,Arthrobacter phage Beans,73,True,49.797,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_0_of_Caudoviricetes,,novel_family_2_of_novel_order_0_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_0_of_Caudoviricetes,Marthavirus,Marthavirus
NC_042014.1,Arthrobacter phage Piccoletto,74,True,49.808,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_0_of_Caudoviricetes,,novel_family_2_of_novel_order_0_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_0_of_Caudoviricetes,Marthavirus,Marthavirus
NC_042015.1,Arthrobacter phage Shade,77,True,50.93,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_0_of_Caudoviricetes,,novel_family_2_of_novel_order_0_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_0_of_Caudoviricetes,Marthavirus,Marthavirus
NC_049468.1,Arthrobacter phage Zartrosa,79,True,50.782,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_0_of_Caudoviricetes,,novel_family_2_of_novel_order_0_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_0_of_Caudoviricetes,Marthavirus,Marthavirus
NC_049465.1,Arthrobacter phage Vibaki,78,True,48.201,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_0_of_Caudoviricetes,,novel_family_2_of_novel_order_0_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_0_of_Caudoviricetes,Vibakivirus,Vibakivirus
OR521058_Arthrobacter_phage_Altadena,,,False,,,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,novel_order_0_of_Caudoviricetes,,novel_family_2_of_novel_order_0_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_0_of_Caudoviricetes,,novel_genus_0_of_novel_subfamily_0_of_novel_family_2_of_novel_order_0_of_Caudoviricetes
ON649701.1,Yangshan Harbor Nitrososphaeria virus,68,True,38.245,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_100_of_Caudoviricetes,,novel_family_0_of_novel_order_100_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_100_of_Caudoviricetes,,novel_genus_0_of_novel_subfamily_0_of_novel_family_0_of_novel_order_100_of_Caudoviricetes
NC_005879.1,Vibrio phage VP2,47,True,39.853,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_101_of_Caudoviricetes,,novel_family_0_of_novel_order_101_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_101_of_Caudoviricetes,Enhodamvirus,Enhodamvirus
NC_005891.1,Vibrio phage VP5,48,True,39.786,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_101_of_Caudoviricetes,,novel_family_0_of_novel_order_101_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_101_of_Caudoviricetes,Enhodamvirus,Enhodamvirus
NC_027118.1,Vibrio phage phiVC8,48,True,39.422,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_101_of_Caudoviricetes,,novel_family_0_of_novel_order_101_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_101_of_Caudoviricetes,Enhodamvirus,Enhodamvirus
NC_027393.1,Vibrio phage J2,48,True,39.53,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_101_of_Caudoviricetes,,novel_family_0_of_novel_order_101_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_101_of_Caudoviricetes,Enhodamvirus,Enhodamvirus
